"X..71.800.","X..19.800.","X..7.900.","X.7..","X.1540.35.","X.no.","X.4.550.","X.100..","X.N.A.","X.N.A..1","X.94..","X.4.1.years.","X..12.500.","X..81.400.","X.93..","X.Nov.1.","X.Jan.1.","X.65..","X.98.."
"$71,800","$19,800","$7,900","7%","1540/35","no","4,550","100%","N/A","N/A","94%","4.1 years","$12,500","$81,400","93%","Nov 1","Jan 1","65%","98%"
"$73,400","$18,000","$1,300","4%","1500/34","no","7,080","100%","N/A","$13,250","94%","4.3 years","$11,340","$72,700","91%","Nov 1","Jan 3","59%","96%"
"$65,800","$16,900","$2,700","5%","1510/34","no","5,300","100%","N/A","N/A","96%","4.1 years","$9,850","$70,200","89%","N/A","Jan 1","59%","100%"
"$31,000","$17,600","$4,100","23%","1420/32","no","30,080","93%","11%","$5,570","92%","4.2 years","$16,610","$63,700","85%","Nov 1","Feb 1","51%","81%"
"$76,000","$20,700","N/A","9%","1510/34","no","6,600","100%","3%","N/A","96%","4.1 years","$11,500","$67,800","92%","Nov 1","Jan 3","56%","95%"
"$34,200","$18,600","$8,400","26%","1420/32","no","16,410","100%","3%","$5,040","94%","4.1 years","$17,760","$61,400","88%","Nov 1","Jan 1","43%","87%"
"$75,600","$19,600","$2,400","6%","1520/34","no","5,960","100%","N/A","N/A","97%","4.1 years","$13,000","$64,900","88%","Nov 1","Jan 1","53%","100%"
"$71,900","$24,600","$4,100","10%","1510/34","no","6,840","100%","10%","$24,220","94%","4.1 years","$15,000","$62,600","89%","Nov 1","Jan 1","67%","99%"
"$33,700","$14,100","$8,800","30%","1370/30","no","30,280","83%","2%","$11,200","86%","4.3 years","$16,810","$59,300","84%","N/A","Nov 30","58%","95%"
"$36,100","$16,400","$10,100","41%","1280/28","no","30,700","81%","4%","$6,830","86%","4.3 years","$13,000","$57,100","84%","N/A","N/A","66%","97%"
"$30,500","$20,000","$11,800","68%","1280/28","no","53,190","72%","10%","$3,990","82%","4.4 years","$18,500","$59,200","86%","N/A","Dec 1","55%","82%"
"$72,200","$22,900","$700","21%","1420/33","no","1,820","100%","7%","$40,050","95%","4 years","$19,500","$58,800","90%","Nov 1","Jan 1","59%","100%"
"$35,200","$15,700","$9,600","29%","1300/29","no","29,720","79%","2%","$8,010","83%","4.2 years","$15,890","$55,900","82%","N/A","Nov 30","65%","96%"
"$73,300","$18,400","$2,500","5%","1520/34","no","7,580","100%","N/A","$15,730","98%","4.1 years","$13,880","$67,900","89%","N/A","Jan 1","43%","100%"
"$29,800","$13,300","$9,900","55%","1140/23","no","24,840","56%","N/A","$2,200","71%","4.9 years","$17,790","$55,500","81%","N/A","Nov 30","68%","80%"
"$21,700","$11,800","$3,500","39%","1360/30","yes","34,560","98%","6%","$2,810","90%","4.3 years","$16,250","$54,100","83%","N/A","March 1","82%","62%"
"$39,000","$18,700","$8,400","15%","1430/33","no","30,850","83%","6%","$8,340","91%","4.2 years","$13,750","$65,800","84%","N/A","Nov 30","57%","94%"
"$66,700","$24,200","$6,400","11%","1510/34","no","3,960","100%","11%","$20,780","95%","4.1 years","$11,990","$66,500","87%","Nov 1","Jan 1","63%","98%"
"$35,500","$15,700","$9,000","14%","1410/32","no","31,570","82%","3%","$6,040","91%","4.2 years","$15,000","$57,600","83%","N/A","Nov 30","60%","96%"
"$28,400","$10,200","$7,300","49%","1340/30","no","30,910","75%","9%","$4,620","84%","4.2 years","$15,000","$58,200","83%","N/A","N/A","46%","85%"
"$29,500","$17,700","$9,500","22%","1470/33","no","15,200","57%","28%","$10,190","87%","4.6 years","$23,750","$69,600","91%","Oct 15","Jan 1","67%","88%"
"$30,900","$16,500","$7,000","62%","1330/29","no","32,970","64%","12%","$5,390","84%","4.2 years","$19,000","$61,200","87%","N/A","Jan 2","52%","83%"
"$23,500","$12,400","$5,100","58%","1300/29","yes","33,500","78%","14%","$5,040","81%","4.4 years","$19,500","$61,500","84%","Nov 1","Jan 15","51%","80%"
"$30,100","$15,200","$11,500","55%","1150/23","no","27,130","86%","N/A","$1,800","65%","5 years","$15,720","$60,600","81%","N/A","Dec 15","62%","76%"
"$74,000","$27,500","$2,800","7%","1560/36","no","950","100%","N/A","$5,000","92%","4.2 years","$8,700","$81,600","88%","Nov 1","Jan 3","59%","100%"
"$32,300","$15,500","$11,500","51%","1210/27","no","1,690","80%","10%","$6,750","78%","4.2 years","$21,630","$59,300","86%","Nov 15","Feb 1","71%","77%"
"$25,400","$9,900","$6,000","31%","1150/23","no","31,500","78%","N/A","N/A","69%","5 years","$15,000","$48,800","76%","N/A","N/A","71%","77%"
"$26,700","$14,800","$5,700","52%","1370/30","no","30,360","75%","7%","$4,110","87%","4.3 years","$20,500","$55,000","86%","Nov 1","Feb 1","42%","77%"
"$27,300","$14,800","$11,900","39%","1360/30","no","40,330","70%","1%","$2,510","83%","4.3 years","$20,000","$57,900","85%","N/A","Dec 1","49%","77%"
"$76,000","$27,400","$4,600","8%","1490/34","no","10,760","100%","N/A","N/A","95%","4.1 years","$19,500","$67,200","91%","Nov 1","Jan 5","52%","99%"
"$40,100","$16,300","$1,000","37%","1400/32","no","6,350","81%","5%","$7,410","91%","4.1 years","$18,330","$53,300","87%","Nov 1","Jan 1","49%","89%"
"$63,200","$19,800","$3,900","13%","1480/34","no","2,030","100%","N/A","N/A","95%","4.1 years","$12,700","$57,900","81%","Nov 15","Jan 1","55%","100%"
"$33,400","$4,300","$1,300","39%","1310/NA","no","14,630","45%","3%","$2,540","69%","4.5 years","$11,500","$55,600","80%","N/A","Feb 1","60%","92%"
"$28,600","$8,600","$5,100","43%","1130/22","no","34,640","59%","3%","$1,960","68%","4.9 years","$15,000","$47,300","76%","N/A","Dec 15","69%","82%"
"$24,500","$15,400","$9,100","47%","1320/29","no","23,710","74%","5%","$5,700","81%","4.4 years","$20,500","$56,700","82%","Nov 1","Jan 15","54%","92%"
"$28,700","$16,000","$4,000","89%","1130/23","no","1,650","71%","8%","$3,990","73%","4.3 years","$26,650","$63,700","92%","Nov 1","rolling","45%","76%"
"$27,800","$19,200","$13,000","65%","1290/28","no","27,730","56%","9%","$3,700","84%","4.3 years","$22,900","$61,300","87%","Nov 1","Jan 15","50%","69%"
"$73,600","$17,700","$5,100","8%","1470/33","no","1,550","100%","N/A","$5,000","94%","4.1 years","$10,040","$56,600","82%","Nov 1","Jan 1","61%","100%"
"$67,900","$29,900","$8,600","16%","1400/33","no","850","76%","51%","$24,340","88%","4.2 years","$15,000","$68,100","80%","Nov 1","Jan 8","100%","100%"
"$28,200","$18,500","$14,000","71%","1210/26","no","19,680","37%","1%","$5,820","84%","4.3 years","$20,500","$53,800","86%","N/A","Jan 15","35%","55%"
"$30,100","$16,600","$10,900","66%","1260/28","no","19,060","N/A","N/A","N/A","83%","4.1 years","$24,390","$56,200","86%","N/A","Jan 15","60%","N/A"
"$73,000","$20,300","$9,300","9%","1470/33","no","1,540","100%","1%","N/A","94%","4.1 years","$20,000","$61,000","81%","Nov 15","Jan 1","59%","100%"
"$24,300","$12,200","$4,300","23%","1380/31","no","18,950","100%","4%","$7,810","89%","4.1 years","$16,120","$50,700","84%","Oct 15","Jan 15","53%","91%"
"$78,700","$22,200","$10,700","6%","1510/34","no","8,220","100%","N/A","N/A","96%","4.1 years","$21,980","$66,800","88%","Nov 1","Jan 1","60%","99%"
"$23,700","$8,900","$6,000","51%","1030/19","no","34,910","N/A","17%","$2,450","54%","5 years","$14,490","$48,600","74%","N/A","N/A","73%","84%"
"$33,200","$20,500","$12,300","49%","1320/29","no","18,830","59%","13%","$8,340","85%","4.2 years","$21,500","$58,400","86%","N/A","Jan 15","61%","71%"
"$27,000","$4,600","$2,100","42%","990/18","no","24,160","70%","N/A","$5,500","48%","5.2 years","$13,380","$47,500","75%","Nov 30","Nov 30","83%","96%"
"$36,400","$13,500","$8,200","51%","1220/26","no","20,570","83%","3%","$9,840","75%","4.3 years","$19,000","$51,600","79%","N/A","Nov 30","82%","95%"
"$75,600","$30,200","$6,300","11%","1470/33","no","15,110","100%","N/A","N/A","95%","4.1 years","$14,000","$66,800","90%","Nov 1","Jan 2","52%","96%"
"$72,900","$21,600","$1,100","13%","1430/32","no","2,000","100%","3%","$1,310","90%","4 years","$19,450","$55,300","85%","Nov 15","Jan 1","49%","100%"
"$29,000","$20,900","$13,900","30%","1340/29","no","21,050","57%","13%","$2,210","82%","4.5 years","$19,500","$64,300","86%","N/A","Nov 30","53%","89%"
"$25,500","$14,800","$10,400","65%","1100/21","no","16,320","74%","3%","$1,430","66%","4.7 years","$16,850","$54,500","77%","N/A","N/A","63%","79%"
"$76,300","$28,800","$14,000","8%","1490/34","no","8,450","N/A","N/A","N/A","95%","4.1 years","$15,000","$60,200","87%","Nov 1","Jan 1","56%","N/A"
"$71,600","$29,000","$9,800","21%","1430/33","no","1,990","100%","N/A","N/A","93%","4.1 years","$16,250","$59,000","85%","Nov 15","Jan 1","55%","100%"
"$22,700","$7,200","$3,600","86%","NA/NA","no","9,270","84%","3%","$3,420","58%","5 years","$14,250","$46,900","74%","N/A","Nov 30","81%","88%"
"$29,500","$16,900","$6,700","78%","1210/26","no","39,210","56%","8%","$9,460","80%","4.4 years","$25,000","$53,300","82%","N/A","rolling","53%","73%"
"$37,800","$17,700","$11,200","32%","1350/30","no","23,060","80%","2%","$8,090","82%","4.2 years","$15,310","$54,800","81%","N/A","Nov 30","62%","95%"
"$28,500","$17,400","$8,000","52%","1380/29","no","31,450","72%","8%","$4,920","80%","4.2 years","$19,500","$55,600","83%","N/A","rolling","56%","85%"
"$25,300","$12,500","$5,300","77%","1260/28","no","32,990","71%","28%","$6,680","78%","4.2 years","$20,500","$50,900","79%","Nov 1","rolling","64%","80%"
"$73,400","$31,600","$13,200","18%","1480/34","no","8,570","100%","5%","$13,230","97%","4.1 years","$19,000","$64,000","92%","Nov 1","Dec 1","61%","97%"
"$76,100","$29,200","$6,000","15%","1520/34","no","7,360","100%","6%","$4,320","95%","4.1 years","$16,080","$62,300","90%","Nov 1","Jan 2","47%","97%"
"$22,000","$7,100","$4,200","58%","1020/19","no","21,730","71%","3%","$2,920","54%","5 years","$15,000","$48,000","74%","N/A","N/A","77%","89%"
"$76,100","$24,400","$14,500","9%","1490/33","no","4,310","100%","N/A","N/A","95%","4.1 years","$12,500","$65,100","89%","Nov 1","Jan 1","54%","95%"
"$31,800","$12,800","$11,100","76%","1120/24","no","20,440","59%","3%","$5,310","59%","4.5 years","$17,400","$55,400","81%","N/A","Jan 15","66%","85%"
"$80,400","$34,500","$3,300","7%","1520/34","no","6,600","100%","N/A","N/A","94%","4.1 years","$17,000","$58,800","86%","Nov 2","Jan 4","61%","100%"
"$25,800","$11,900","$8,500","72%","NA/NA","no","12,730","55%","N/A","N/A","48%","5.1 years","$15,330","$54,400","79%","N/A","Nov 30","63%","94%"
"$32,000","$20,400","$13,700","47%","1310/30","no","19,560","52%","26%","$5,450","83%","4.3 years","$21,500","$56,500","83%","N/A","May 1","76%","82%"
"$35,800","$24,500","$13,200","50%","1260/28","no","6,890","43%","8%","$4,980","86%","4.1 years","$23,740","$56,200","87%","Nov 1","Feb 1","41%","42%"
"$26,900","$15,500","$10,800","42%","1330/29","no","17,410","66%","10%","$5,560","74%","4.3 years","$19,000","$55,200","82%","N/A","Jan 15","59%","86%"
"$27,300","$10,300","$7,000","64%","1040/19","no","28,440","60%","N/A","$1,680","51%","5.1 years","$15,570","$52,100","78%","N/A","Nov 30","73%","90%"
"$72,800","$26,200","$8,100","18%","NA/NA","no","1,830","100%","N/A","N/A","89%","4 years","$12,730","$54,400","86%","Nov 15","Jan 1","44%","100%"
"$31,600","$22,700","$13,100","60%","1300/29","no","23,200","83%","23%","$5,220","80%","4.1 years","$23,250","$55,000","82%","Nov 1","Jan 15","73%","89%"
"$27,600","$17,200","$12,400","40%","1380/30","no","13,990","70%","3%","$7,640","81%","4.1 years","$19,500","$56,200","84%","Nov 1","rolling","53%","83%"
"$24,400","$4,700","$2,000","64%","NA/NA","no","13,870","31%","1%","$3,770","45%","5 years","$14,500","$46,500","74%","N/A","rolling","80%","85%"
"$21,700","$15,300","$10,200","91%","1210/25","no","29,250","78%","33%","$3,740","75%","4.4 years","$22,980","$55,100","84%","N/A","rolling","71%","97%"
"$36,700","$12,900","$9,400","66%","1110/23","no","7,880","N/A","N/A","$5,720","66%","4.5 years","$19,000","$54,300","N/A","N/A","N/A","90%","N/A"
"$75,500","$28,400","$6,500","8%","1490/34","no","6,750","100%","N/A","$10,000","95%","4.1 years","$15,500","$62,500","87%","Nov 1","Jan 1","46%","99%"
"$33,200","$17,000","$12,600","60%","1300/28","no","35,660","52%","3%","$9,260","80%","4.3 years","$22,030","$56,700","83%","Nov 1","N/A","51%","71%"
"$30,100","$15,200","$9,900","35%","1210/25","no","30,020","68%","6%","$2,200","74%","4.6 years","$15,340","$52,100","80%","N/A","Nov 30","51%","71%"
"$75,700","$20,100","$7,600","13%","1430/33","no","1,860","100%","N/A","N/A","93%","4.1 years","$12,900","$57,000","81%","Nov 1","Jan 1","60%","100%"
"$70,400","$27,700","$8,400","20%","1370/31","no","1,840","100%","8%","$23,060","90%","4 years","$18,520","$52,300","85%","Nov 15","Jan 2","75%","100%"
"$75,500","$27,700","$11,000","9%","1430/33","no","1,320","100%","7%","$18,790","93%","4.1 years","$14,250","$61,400","87%","Nov 1","Jan 5","45%","98%"
"$67,900","$29,800","$6,300","15%","1450/33","no","7,090","100%","N/A","N/A","94%","4.1 years","$15,400","$58,600","93%","Nov 1","Jan 10","42%","93%"
"$74,100","$24,100","$5,500","25%","1420/33","no","2,930","100%","N/A","N/A","89%","4.1 years","$16,130","$61,300","87%","Nov 15","Jan 15","47%","100%"
"$74,800","$27,700","$7,600","28%","1410/33","no","9,640","100%","2%","$22,460","92%","4.1 years","$16,940","$59,400","90%","Nov 1","Jan 1","45%","90%"
"$24,500","$9,000","$6,200","55%","1000/18","no","17,700","66%","N/A","$4,640","57%","5.1 years","$15,380","$45,200","73%","N/A","rolling","81%","95%"
"$30,400","$17,100","$9,100","81%","1130/23","yes","2,880","65%","23%","$15,810","72%","4.2 years","$23,250","$59,700","85%","N/A","rolling","65%","82%"
"$73,800","$21,800","$6,700","20%","1430/32","no","2,390","100%","N/A","N/A","92%","4.1 years","$10,600","$52,700","85%","Nov 1","rolling","55%","95%"
"$66,700","$30,600","$14,200","63%","1230/26","no","2,140","90%","39%","$22,800","85%","4.1 years","$26,000","$53,100","85%","Nov 1","Feb 1","97%","100%"
"$28,300","$21,800","$18,700","55%","1090/24","yes","980","43%","5%","$4,370","74%","4.3 years","$27,000","$70,600","90%","Oct 30","rolling","59%","72%"
"$73,500","$29,100","$14,600","11%","1510/34","no","5,570","100%","3%","$25,180","93%","4.1 years","$15,500","$64,900","90%","Nov 1","Jan 1","53%","98%"
"$72,400","$25,900","$6,400","10%","NA/NA","no","1,830","100%","2%","$1,000","95%","4.1 years","$15,850","$56,000","86%","Nov 15","Jan 1","50%","100%"
"$27,300","$16,200","$9,400","49%","1330/30","no","29,470","73%","4%","$3,120","85%","4.3 years","$18,750","$51,100","80%","Oct 15","Jan 8","86%","92%"
"$28,500","$16,600","$12,000","56%","1250/27","no","21,400","47%","4%","$3,840","76%","4.2 years","$19,500","$52,400","82%","Nov 15","N/A","57%","74%"
"$75,100","$28,000","$4,900","15%","1460/33","no","5,600","98%","3%","$5,400","93%","4.1 years","$16,500","$61,100","90%","Nov 1","Jan 1","42%","92%"
"$22,800","$13,900","$5,400","37%","1280/28","yes","32,070","65%","15%","$4,990","83%","4.2 years","$19,970","$47,300","79%","N/A","Feb 7","91%","88%"
"$72,800","$28,000","$10,900","29%","1340/30","no","2,620","100%","7%","$30,780","87%","4.1 years","$21,500","$63,000","90%","Nov 15","Jan 15","51%","96%"
"$30,000","$16,300","$10,700","84%","1190/25","no","33,510","58%","22%","$7,970","64%","4.3 years","$20,000","$54,700","78%","N/A","May 1","72%","90%"
"$29,900","$20,400","$12,100","61%","1220/26","no","1,820","66%","21%","$3,250","77%","4.2 years","$18,000","$52,800","78%","Dec 1","rolling","80%","92%"
"$62,000","$28,100","$10,900","50%","1300/29","no","3,020","95%","21%","$17,160","86%","4.1 years","$23,000","$49,700","82%","Nov 15","Jan 15","93%","100%"
"$34,600","$23,700","$16,400","77%","1180/25","no","12,670","75%","15%","$6,690","77%","4.1 years","$27,000","$51,900","82%","Nov 15","Feb 1","66%","78%"
"$28,200","$19,500","$9,300","52%","1350/30","no","45,770","71%","21%","$7,210","84%","4.3 years","$20,500","$54,300","79%","Nov 1","Feb 1","66%","85%"
"$27,400","$16,900","$9,800","79%","1130/23","no","19,620","57%","6%","$5,040","73%","4.4 years","$19,300","$48,500","83%","N/A","rolling","50%","62%"
"$19,300","$13,700","$9,100","64%","1310/29","no","31,440","35%","25%","$4,360","86%","5.2 years","$12,100","$56,900","77%","N/A","Dec 15","73%","78%"
"$31,000","$19,900","$16,100","81%","1220/27","no","25,510","55%","7%","$5,000","70%","4.4 years","$20,000","$55,800","82%","Nov 15","Jan 15","50%","82%"
"$32,400","$17,800","$15,300","71%","1080/NA","no","16,810","46%","2%","$4,720","71%","4.4 years","$23,250","$48,400","79%","N/A","N/A","53%","68%"
"$25,900","$17,100","$12,500","44%","1130/24","no","6,330","68%","4%","$2,460","71%","4.3 years","$21,500","$43,900","80%","N/A","N/A","62%","74%"
"$71,100","$28,000","$12,400","19%","1440/33","no","6,980","100%","5%","$29,380","90%","4.1 years","$18,000","$59,300","88%","Nov 1","Jan 1","57%","95%"
"$28,200","$15,600","$11,700","72%","1060/20","no","25,800","65%","2%","$2,660","55%","4.8 years","$16,810","$53,900","77%","N/A","N/A","63%","89%"
"$70,100","$28,000","$13,400","22%","1360/31","no","5,030","98%","5%","$10,570","87%","4.2 years","$23,250","$67,500","92%","Nov 15","Jan 1","50%","95%"
"$37,300","$18,000","$11,100","47%","1300/29","no","17,790","84%","10%","$5,660","74%","4.4 years","$19,000","$53,100","75%","N/A","Nov 30","69%","93%"
"$70,700","$30,300","$14,100","38%","NA/NA","no","2,910","100%","2%","$24,690","92%","4 years","$27,000","$54,000","92%","Dec 15","Jan 15","56%","85%"
"$30,600","$4,900","$2,100","48%","1160/NA","no","12,500","N/A","N/A","N/A","55%","4.9 years","$12,500","$55,500","74%","N/A","Feb 1","68%","N/A"
"$68,500","$25,700","$10,200","30%","1380/32","no","3,220","100%","19%","$23,160","87%","4.1 years","$19,990","$55,700","91%","Nov 1","Jan 15","72%","97%"
"$36,000","$5,000","$2,100","41%","1060/NA","no","12,850","85%","N/A","N/A","46%","4.5 years","$10,500","$42,700","74%","N/A","rolling","69%","78%"
"$31,200","$21,400","$9,300","80%","1180/26","no","1,540","67%","29%","$3,560","80%","4.1 years","$21,500","$50,000","83%","Nov 1","rolling","81%","95%"
"$73,900","$32,200","$11,900","17%","1500/34","no","6,480","97%","4%","$14,460","89%","4.2 years","$23,250","$73,400","87%","Nov 1","Jan 1","52%","96%"
"$24,800","$16,500","$11,100","83%","1230/26","no","23,410","63%","11%","$5,430","73%","4.3 years","$22,000","$50,700","84%","N/A","April 1","67%","73%"
"$26,000","$15,700","$10,200","51%","1050/24","no","6,020","N/A","7%","$4,940","76%","4.2 years","$20,500","$44,500","75%","Nov 15","rolling","61%","80%"
"$59,200","$28,700","$16,100","80%","1150/25","no","1,670","89%","24%","$17,970","76%","4.1 years","$27,000","$53,000","89%","Dec 15","N/A","100%","98%"
"$25,100","$13,800","$12,600","55%","1020/20","no","4,630","56%","12%","$3,940","58%","4.4 years","$22,500","$44,300","77%","N/A","rolling","70%","78%"
"$30,900","$17,900","$8,600","74%","1270/27","no","5,740","70%","25%","$5,800","68%","4.6 years","$25,080","$66,000","86%","N/A","rolling","89%","78%"
"$28,900","$14,300","$7,600","85%","1250/26","no","42,530","62%","22%","$8,330","69%","4.3 years","$20,350","$53,600","79%","N/A","rolling","77%","93%"
"$74,700","$24,000","$8,900","35%","NA/NA","no","2,300","100%","1%","$20,670","83%","4.1 years","$19,810","$50,100","85%","Nov 15","Jan 15","57%","100%"
"$75,800","$26,500","$15,900","19%","1450/33","no","1,310","100%","N/A","N/A","92%","4.1 years","$15,000","$50,500","90%","Nov 15","Jan 15","48%","100%"
"$30,500","$20,400","$15,000","89%","1100/23","no","18,040","46%","5%","$3,400","69%","4.4 years","$20,000","$48,400","82%","N/A","April 1","57%","53%"
"$38,800","$18,600","$12,800","64%","1290/28","no","7,820","53%","13%","$16,640","65%","4.7 years","$23,000","$61,800","86%","N/A","N/A","60%","97%"
"$72,400","$41,300","$12,700","39%","NA/NA","no","2,180","100%","31%","$12,950","88%","4 years","$26,870","$56,900","90%","Nov 15","Jan 15","78%","98%"
"$76,000","$26,100","$5,600","34%","1380/31","no","2,160","100%","6%","$28,740","84%","4.1 years","$21,500","$55,100","87%","Nov 15","Jan 1","49%","98%"
"$35,000","$20,100","$13,400","68%","1270/29","no","10,610","68%","31%","$13,730","76%","4.2 years","$21,500","$50,100","78%","Nov 1","Jan 15","80%","97%"
"$74,700","$22,200","$5,500","17%","NA/NA","no","2,920","100%","1%","$38,620","89%","4.1 years","$17,230","$53,800","79%","Nov 15","Jan 1","43%","99%"
"$72,000","$30,900","$15,300","24%","1360/30","no","2,360","99%","7%","$15,830","91%","4 years","$23,250","$64,800","94%","Nov 1","Jan 3","46%","96%"
"$23,000","$4,500","$1,300","36%","1240/NA","no","16,210","82%","3%","$3,450","56%","4.6 years","$12,500","$49,500","74%","N/A","N/A","63%","88%"
"$59,500","$14,600","$9,400","89%","NA/NA","no","3,250","65%","11%","$15,540","55%","4.3 years","$25,000","$49,000","77%","N/A","rolling","57%","97%"
"$24,200","$10,900","$6,300","43%","1250/28","yes","31,320","63%","9%","$2,960","73%","4.3 years","$18,750","$47,200","75%","N/A","N/A","64%","85%"
"$27,600","$16,500","$12,700","52%","1180/25","no","13,430","59%","5%","$4,110","64%","4.2 years","$19,540","$49,100","82%","Nov 1","March 16","64%","83%"
"$36,600","$26,900","$18,200","49%","1370/31","no","4,910","59%","33%","$8,350","80%","4.3 years","$25,000","$71,300","89%","N/A","N/A","74%","56%"
"$72,300","$35,100","$11,600","46%","1270/29","no","2,410","85%","33%","$18,770","82%","4.1 years","$26,000","$54,400","82%","Nov 1","Feb 1","98%","100%"
"$70,300","$40,000","$21,400","43%","1330/30","no","4,180","92%","24%","$10,130","89%","4.1 years","$25,000","$63,400","93%","Nov 15","Jan 7","66%","99%"
"$61,200","$30,900","$22,700","70%","1220/27","no","1,790","77%","22%","$20,300","80%","4.1 years","$25,000","$52,200","82%","Dec 1","Feb 1","94%","100%"
"$28,200","$18,100","$9,400","77%","1120/23","no","25,680","64%","19%","$4,280","59%","4.5 years","$20,050","$54,400","80%","N/A","rolling","68%","88%"
"$32,500","$17,300","$11,300","63%","1150/24","yes","5,260","54%","11%","$10,900","74%","4.2 years","$23,080","$48,300","82%","N/A","N/A","44%","52%"
"$23,200","$13,600","$9,400","43%","1250/27","yes","58,390","61%","5%","$3,930","73%","4.5 years","$18,750","$47,300","78%","N/A","May 1","64%","70%"
"$74,400","$30,500","$16,400","22%","1420/32","no","17,240","84%","6%","$25,300","88%","4.1 years","$25,000","$56,400","87%","Nov 1","Jan 6","48%","96%"
"$74,400","$26,300","$8,500","25%","1440/32","no","2,440","100%","N/A","N/A","92%","4.1 years","$17,700","$48,700","82%","Nov 15","Jan 1","71%","99%"
"$73,200","$28,600","$8,700","29%","NA/NA","no","5,230","100%","9%","$13,250","89%","4.1 years","$19,490","$55,900","88%","Nov 15","Jan 1","49%","96%"
"$76,500","$27,900","$12,400","14%","1420/32","no","2,560","100%","N/A","N/A","92%","4.1 years","$17,500","$53,900","81%","Nov 1","Jan 1","44%","97%"
"$24,100","$9,600","$6,600","59%","1180/25","yes","41,780","28%","4%","$2,250","58%","4.7 years","$18,000","$46,300","76%","N/A","rolling","72%","83%"
"$59,400","$34,600","$20,700","82%","1240/27","no","8,200","77%","38%","$14,050","85%","4.2 years","$24,620","$55,700","89%","N/A","N/A","95%","99%"
"$36,300","$19,400","$14,300","97%","NA/NA","no","2,760","58%","10%","$5,080","59%","4.2 years","$20,830","$46,700","78%","N/A","Aug 1","71%","93%"
"$18,200","$13,000","$8,600","71%","NA/25","no","9,520","73%","4%","$1,630","71%","4.5 years","$22,610","$46,500","84%","N/A","rolling","41%","60%"
"$48,100","$15,700","$11,700","72%","1010/20","yes","1,900","72%","11%","$12,970","60%","4.3 years","$25,250","$48,300","80%","N/A","rolling","75%","98%"
"$26,400","$16,500","$13,100","78%","NA/NA","no","7,110","N/A","N/A","N/A","55%","4.7 years","$15,470","$46,800","76%","N/A","N/A","67%","N/A"
"$26,000","$16,800","$12,800","86%","1080/23","yes","5,110","59%","1%","$3,300","63%","4.2 years","$23,000","$45,500","80%","N/A","March 1","55%","93%"
"$72,400","$35,800","$12,700","19%","1450/33","no","13,760","87%","27%","$13,710","88%","5 years","$25,000","$61,600","87%","Nov 1","Jan 1","64%","94%"
"$76,600","$37,800","$15,900","13%","1440/32","no","19,550","100%","21%","$18,850","92%","4.2 years","$19,500","$59,700","86%","N/A","Jan 15","61%","89%"
"$26,300","$15,500","$11,800","41%","1180/27","no","6,590","57%","1%","$3,170","76%","4.2 years","$18,750","$45,100","75%","Nov 15","May 1","56%","79%"
"$24,700","$18,200","$10,500","88%","1180/26","no","15,070","93%","2%","$1,850","68%","4.5 years","$19,000","$51,800","77%","N/A","Jan 31","51%","79%"
"$51,700","$22,100","$15,100","68%","1130/22","yes","1,610","79%","21%","$19,750","77%","4.1 years","$27,000","$47,300","83%","N/A","May 1","97%","87%"
"$58,700","$26,700","$13,600","82%","1160/25","no","1,440","86%","27%","$15,310","78%","4.1 years","$27,000","$48,700","81%","Nov 15","rolling","96%","97%"
"$27,500","$16,800","$12,100","90%","1080/21","no","8,640","58%","N/A","$2,910","63%","4.6 years","$17,640","$51,500","77%","N/A","rolling","58%","85%"
"$29,500","$5,000","$2,000","48%","1140/NA","no","15,650","49%","1%","$4,660","55%","4.6 years","$12,000","$48,800","74%","N/A","Feb 1","57%","87%"
"$26,600","$18,300","$11,000","72%","1170/25","no","1,580","50%","7%","$2,830","66%","4.4 years","$23,500","$69,700","87%","Nov 1","Jan 31","54%","82%"
"$29,500","$4,400","$1,500","44%","1150/NA","no","13,950","89%","3%","$2,500","58%","4.6 years","$11,820","$47,400","71%","N/A","Feb 1","65%","82%"
"$58,800","$23,100","$15,400","65%","1220/26","no","880","94%","24%","$22,590","71%","4.1 years","$27,000","$58,400","85%","Nov 1","N/A","99%","99%"
"$23,000","$14,600","$10,400","84%","1280/28","no","6,790","48%","11%","$5,550","63%","4.8 years","$24,750","$68,100","84%","N/A","rolling","79%","91%"
"$28,600","$3,600","$1,600","40%","1050/NA","no","11,560","54%","1%","$3,450","49%","4.6 years","$10,500","$45,600","74%","N/A","rolling","63%","90%"
"$27,700","$17,500","$8,300","47%","1380/31","no","30,180","60%","15%","$5,940","86%","4.2 years","$19,000","$59,500","87%","Nov 1","Jan 20","51%","77%"
"$24,500","$13,700","$8,700","59%","1060/20","no","6,500","N/A","N/A","N/A","60%","4.6 years","$13,520","$47,100","74%","N/A","N/A","69%","N/A"
"$49,200","$27,200","$17,000","67%","1190/26","no","4,600","72%","26%","$12,720","78%","4.3 years","$27,000","$55,400","84%","N/A","rolling","94%","98%"
"$58,700","$25,000","$15,600","66%","NA/NA","no","2,230","93%","28%","$25,480","78%","4 years","$27,000","$47,800","86%","N/A","April 1","97%","100%"
"$25,400","$8,300","$4,000","46%","1090/22","no","9,390","59%","1%","$1,710","55%","4.5 years","$15,700","$50,300","78%","N/A","rolling","50%","81%"
